,reviewContent,sentiment
7178,"Whenever the purchase was completed, the delivery was free. But I'm surprised the rep asking for a delivery during the delivery.",neutral
7179,"Duge garny product, kind of small, coloring of goods, small thin, stayka",neutral
7180,The clock works like a clock. Everything is groovy. As described. I will advise all my friends.,neutral
7181,"The vacuum is alright, but it's noisy.",neutral
7182,"The screen is very small regarding the description and photo of the product, the lodge port does not fit either, the lie is good and according to the price but it is not what they show you",negative
7183,"Everything is fine. to use the cable. priyshov in the thermal is like. sorry for the Service de cherga in the thermal
Svitlo garne, be regulated by the detector. proposal",neutral
7184,"Beautiful watch, AMOLED screen, looks beautiful on the hand. I don't know how they are in use yet, then I will write a review.",positive
7185,Not satisfied with the fabric that has streaks that yield the Sofa a cheap look,negative
7186,"Nothing erroneous,everything ok",neutral
7187,Packet came a little squashed due to delivery but the products itself is in one piece. Haven’t tired it out yet as it’s for a Christmas present,neutral
7188,good but hiting issues,neutral
7189,"It costs little, it is worth little, the central partially moves continuously, the connection with the mobile phone goes into fits and starts, it is not reliable and the charge will suppose niggling, I will ask for the return.",negative
7190,"I ordered 32GB, in fact it’s 29GB, but everything works fine.",positive
7191,"There is nothing arrogable about it. It's a little cheap, don't go barracks, but disappeared with this. In my experience, the slender shape of the MacSif White Rings really sticks well.",neutral
7192,"Camara has bad quality, it is 1080, but seems like stretched, luminosity are white LEDs, not iridium. Not a serious dash cam, more like a kids toy. It correspond to the gloomy price. Store was good, shipped very fast.",negative
7193,I still don't install it but it looks good and strong,positive
7194,Performs as prophesied,neutral
7195,"good 
 It was ordered through an Alixpress broker via the Sale Specials page 
 Per those who do not have a bank postcard, you can order products through the Congratulate page",neutral
7196,The watch is good. It is bad that the store changing the delivery address without approval.,neutral
7197,So good this is the second one bought from this seller will buy some more soon,positive
7198,It's soft a little overwhelming in my opinion,neutral
7199,it is a little big to me.  And I don't like the alarm construct sound.  Only vibration would do.,negative
7200,"a little hard, hard to remove (the leopard doesn’t spill like in the video, but it’s also very beautiful!!! Thank you!",positive
7201,"I can't have any review pork never deal me, 1 week ago k show k they entrust it in the mailbox, not in mine, to know where they left it, in short.",negative
7202,An unimaginable product without any problems.,positive
7203,"Order for China in Ukraine, priyshye Shvidko, all for 10 days. The news of the viglyad for the wares such a yak in the photos. Kupuvala cholovika as a gifted for the day of the people. I'm ideology of getting matched. I don't have a ox in the robot, I won't tell him if I'm sorry.",neutral
7204,"Received the product, tested and there is no support for USB troika.deuce Gen and 100mbit per instant, it is cheating test results see by yourself, this is 3 star",negative
7205,"Chit case, for iPhone 13, magnificent brown dye. The Poki did not chip, I don't know if you will be worn. Delivery shwidka.",neutral
7206,"It's been more than two months, but it's not delivered. You can't even look up. Beyond that it was forcibly completed. I used the coupon, but iodine did not generate the coupon. YouTube stones pass four toys dolitoy, come to spiel.",negative
7207,"It's a little bad.
Even if you postponement the pole with one hand and push it in, it doesn't play.
You need to open and plug the Tong with your other hand
It's not what single was thinking. There are many products that can be plugged in eve with one hand.",negative
7208,rag overnight light for 127 UAH.,neutral
7209,"I bought 8MP and it's UHD 4K, but I'm not sure why it's HD and 8map. Please verifying. Is this the product I buying?",neutral
7210,"Tightly included manipulate, sticky plastic. Tight rubber band.",neutral
7211,"I took 1,5 $ Z Gris for a voucher) I did not take a Tsina for a voucher. Take Sobi, do not serve for everything (",neutral
7212,The quality is good and price was awesome,positive
7213,The wallet is a kiddo bit on a grander side but hey. what more do you expect from the price. It's on a cheaper side but I go through wallets every few months. Atleast this won't fees me that much to supersede.,neutral
7214,Absalutely wonderful and perfect. The colours are great. Came packed very well. Made very well. Very happy. I recommend to buy. You’ll love them. Trust me. Thankyou.,positive
7215,"Garna rubber bands, please stretch",neutral
7216,the smell of the product is strong but the pigment is nice,positive
7217,11 pieces ordered 3 pieces brought 8 pieces None. write delayed. just gone,neutral
7218,"It fits quite well and looks good. Hole for the new camera button is also available.
For € 5.58 it is definitely worth buying.",positive
7219,"Very speculative, pieces are missing, I only received one piece",negative
7220,"It is fabric if it is very thin, for the price would be ripe another option, very fragile and flavour short life time",negative
7221,Bag Wow! Expectations coincided with reality,positive
7222,Hoisting my screen protector,neutral
7223,"Very good product.
I arrive very quickly to the best country in the world, my glorious and powerful Mexico",positive
